question	category
刑事处分公证（涉外）怎么办理？	1023
社区服刑人员应当履行哪些义务？	3215
简易转普通	1676
买卖房屋违约，如何赔偿	1915
申诉需提交哪些材料？	3370
调岗或者升职以后，可以再约定试用期吗？	445
企业如何规避工伤保险备案期内的用工风险？	528
劳务派遣合同到期了，用人单位不和我续签合法吗？	346
离婚后车怎么分?	39
收养弃婴申请书应该怎么写？	1122
房子没有产权证该怎么分？	46
可以委托其它人申请或参加人民调解活动吗？	3205
工伤待遇与交通事故赔偿能否同时主张	733
什么样的情况算肇事逃逸？	752
企业与企业之间可以相互借款吗,借贷行为是否合法?	878
医疗废物是指什么？	2552
朋友借高利贷跑路，我是担保人，要还钱吗？	860
经营者不执行明码标价的处理	2091
申请劳动仲裁需要什么证件和材料	153
什么是劳动合同变更？	3648
你好，我想咨询一下2017年婚姻法	1705
儿媳妇对婆婆有赡养义务吗	1201
婚假工资怎么计算？	227
工伤纠纷申请劳动仲裁需要注意哪些问题？	350
用人单位在试用期内不给予员工缴纳社保怎么办？	302
遗产继承公证怎么办理	975
劳动者对用人单位的调岗不服，仍呆在原岗位的，可否视为旷工？	2769
我应该到哪个法院起诉?	13
协议离婚必须符合的基本条件	91
单位不按照实际工资缴纳公积金职工应该怎么办？	309
劳动仲裁申请书怎么写?	179
 农民工在工地受伤，如何进行赔偿？	597
开发商逾期不交房，我应该怎么办？	936
我被车撞了怎么要求赔偿?	617
原业主死亡后，其欠交的物业费，物业服务企业能否向其继承人主张？	2250
劳动者申请先予执行是否要提供担保?	3799
欠网贷，高额利息怎么办	903
物业公司怎样才能退出小区的物业管理？	2207
年假不休，‘逾期作废’的做法合法吗？	470
三个及三个以上孩子的抚养权问题	27
国家法定节假日加班能否用调休来替代加班费？	517
什么是收养关系?	35
我想知道赡养问题女儿出嫁后赡养义务吗?	1276
如何保证劳动者已经享有知情权？	2594
起诉离婚需要需要准备什么材料	100
如何认定“造成重大损害”？	3117
公证处需要需要什么材料才能办理公证	2026
出生公证需要哪些材料?	1033
学位、学历证书公证怎么办理？	1011
只约定了服务期但没约定违约金，公司可以在员工违反服期约定的时候主张违约金吗？	534
儿媳妇是否有赡养义务	1201
醉酒驾驶机动车的受到什么处罚？	750
房子没有产权证，离婚时分给谁？	46
在单位摔伤算不算工伤？	168
一般律师费怎么收取	648
农村户口能否按城镇标准赔偿？	626
什么是诉讼时效？	1046
出差期间发生交通事故算工伤吗？	574
已出嫁的女儿能继承父母的遗产吗？	341
涉外收养是指什么,涉外收养成立的前提有哪些？	1126
物业能收滞纳金吗？	2126
医疗事故赔偿协议书怎么写？	2529
最终没有被认定为工伤，单位就不用赔偿了吗?	602
聘用协议与劳动合同有什么区别？	289
公司聚会后回家路上摔伤，算工伤吗？	162
签订监护协议后，精神病人在医院自杀，家属能不能让医院承担赔偿责任？	2412
可以咨询个问题吗	1881
出租车	2022
劳动仲裁请律师费用多少钱?	279
诉讼费	1662
合同到期公司不续签怎么办？	258
单位要承担因工负伤后期需要治疗费用吗？	601
亲	1880
经营者未按约定提供预收款商品或服务的责任承担	2095
企业借款给个人合法吗	880
交警一直不出责任认定书我们该怎么办?	740
醉酒处理流程	750
至今没拿到房产证，想退房	919
哪些情形不得保外就医？	3505
怎样才算破坏军婚？	117
当事人如何选择仲裁员？	3398
企业违法解除劳动合同，员工怎么处理？	184
哪里做工伤鉴定	176
起诉离婚需要经过哪些步骤？	93
建立收养关系需征得被收养人的同意吗？	1118
收养证怎么办	1120
2017婚姻法关于法定年龄是否有进行改变，我国是否已经可以18周岁结婚？	1911
丧假怎么算工资？	243
申请工伤认定注意事项有哪些?	726
欠条上只有欠款人签字有用吗?	896
在工地上受伤单位怎么赔偿？	597
双倍经济补偿金的情形？	1908
员工以单位 拖欠工资为由辞职，单位需要支付经济补偿吗？	498
哺乳期员工自愿加班，企业如何处理？	2811
入职后上班一般多久签订劳动合同？	523
如何调解车辆追尾事件	741
购房协议和购房合同的区别？	934
对交通事故认定书不服如何处理?	732
公司和我约定了服务期，如果服务期违约了，要支付多少违约金了？	340
当事人不服仲裁裁决怎么办?	260
不服伤残鉴定结果怎么办？	587
法定解除收养关系的条件是什么,如何解除收养关系?	1216
员工在试用期达不到公司要求，公司能否延长试用期?	3101
员工申请产前假，单位如何处理？	2791
快速理赔需要注意哪些问题	765
三天年假未休,公司不给休,怎么办？	277
成绩作假还能拿到法律职业资格证书吗?	3320
婚后买房 离婚时怎么分?	44
婚前贷款买车婚后车怎么处理?	69
员工有停工留薪期,是否还能享受带薪年休假?	478
领了生育津贴就不能领产假工资?	457
送养人的条件及不能送养的情形？	1161
公司单方面解除劳动合同我该怎么办?	184
工伤认定多久能出结果？	789
结婚后想把户口迁出来自己当户口应该怎么做	109
精神损害怎么赔	651
医疗事故赔偿数额怎么计算？	2476
如何解聘物业公司？	2213
员工自离	1760
分居满两年,婚姻可以自动解除?	90
劳动合同一般什么时候签？	523
交通事故责任认定书已签字后不服怎么办	732
医疗期被辞退，请问该怎么维权？	242
强制执行可以申请几次	914
双方自愿离婚的，当天登记当天就可以拿证了吗？	91
哪些劳动纠纷可以申请劳动仲裁?	251
 员工拒绝劳动能力鉴定，单位还需要支付停工留薪待遇吗？	479
物业公司可以租售停车位吗？	2125
社区服刑人员如何变更居住市县？	3274
产假发工资吗？	234
没毕业能签劳动合同吗	439
交通事故,打羸官司,对方全责,保险公司拖着不赔偿怎么办	624
护照公证需要什么材料	1044
老板拒绝付员工工资	133
试用期期限超过法定上限的后果是什么？	553
办离婚手续起诉,本人不出面可以吗	121
员工上班期间,因公被人打伤,工作单位还需要赔偿吗？	485
离婚需要哪些材料	14
公共维修的费用该怎么分摊？	2221
婚假待遇如何？婚假带薪吗？	227
交通事故伤残鉴定费用由谁出？	1094
办理入职手续需要注意什么？	419
工伤认定去哪个部门	722
变更劳动合同期限的协议书是否有效？	3676
还没有工伤伤残鉴定，现在工伤认定已经下来了，可以先报销医疗费用吗？	174
职员养病期间单位还需要支付其工资吗？	595
交通事故躯干骨折	1260
小区内的公共车位租赁等收益归谁？	2216
抱养程序	1224
我们公司名称变更了，是否需要重新签订劳动合同？	521
业主将空调机外挂放置，影响其他业主的生活怎么办？	2328
强制执行怎么申请	274
没有工会未经民主程序，私营老板自己制定的规章制度是否合法有效？	450
捡到弃婴,想要留下 我想知道收养需办哪些手续	1124
组织机构代码证公证怎么办理？	1017
劳动仲裁判决书判决出来了,但是公司不执行怎么办?	246
企业与劳动者未约定岗位时，能否随时调整？	2731
什么是业主的知情权？	2336
交通事故伤残鉴定要什么材料	660
员工拒绝加班,公司能作为辞退员工的理由吗?	464
交通事故逃逸的处罚	755
什么是前期物业服务合同？	2333
离婚财产公证如何办理?	995
借条和欠条有什么区别	890
单位因为员工工作中存在严重失误辞退员工，请问合法吗？	245
车祸伤残鉴定费用谁出	1094
单位应该什么时候为员工缴纳社保？	549
遗嘱有几种形式，有哪些？	1267
房屋质量保修期是多久	1058
员工经常请假，还需要执行最低工资标准吗？	453
当事人对首次医疗事故技术鉴定结论不服，能怎么办？	2496
遗产继承公证都有那些手续	975
患者或死者家属如何和医疗机构方进行调解？	2518
解除协议收养关系的条件有什么？	1214
患者因不配合治疗而死亡，医疗机构是否承担责任？	2424
交通事故责任认定书一般要多久才能出来	729
如何保证规章制度合法有效？	449
赡养案件怎样起诉？	1698
儿子和女儿是不是一样得到继承权？	1280
单位不按规定缴纳社保的法律后果及案例？	454
公司之间可以借款吗?	878
别人用我的身份证去贷款应该怎么处理？	847
轻微肇事逃逸怎么处罚	755
劳动合同必须具备条款有哪些？	335
信用卡逾期未还会不会被抓坐牢?	882
公司不给员工买住房公积金怎么办？	312
在救灾中受重伤算不算工伤？	583
嫁出去的女儿能否继承父母的遗产？	341
未成年人的监护人有权代替放弃继承权吗？	387
社区矫正期间，服刑人员的财产能受到保护吗？	3299
对交通事故责任划分不服，可以申请几次复核	737
异地办理离婚手续	1650
工伤咨询	190
女职工的产假工资怎么发？	2798
交通事故认定书复核不予受理情形	738
服务期是怎么约定的？	299
取保候审要交多少保证金	767
工伤复发，单位还需要发停工留薪期间的工资吗？	481
公司辞退员工，理由是员工违反了公司未公开的内部制度，这样做合法吗？	459
劳动者如何证明自己和单位的劳动关系？	263
交通事故的营养费怎么计算?	655
申报工伤需要准备哪些材料	725
企业应如何支付员工的加班费？	519
没有工伤保险，还能领一次性伤残就业补助金吗？	411
离婚后再婚去领结婚证需要带什么证件	112
办买房委托书要哪些证件?买房委托书如何办理	998
